ID,Number,Material,Material_x,Sample_Type,Reference,Notes,West_Subdomain,Domain,Latitude,Longitude,Height_m,Age_ma,T_age_Ma,B_age_Ma,d18O_smow,d13C,dD,d18Oprecip,timeslice
FAN17EO,12EF-14,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.54,NaN,NaN,18.858236,-6.6,NaN,NaN,pre-OHT
FAN17EO,12EF-16-1,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.52,NaN,NaN,18.755144,-6.9,NaN,NaN,pre-OHT
FAN17EO,13EF-12,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.19,NaN,NaN,19.06442,-6.5,NaN,NaN,pre-OHT
FAN17EO,13EF-16,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.16,NaN,NaN,18.858236,-7.1,NaN,NaN,pre-OHT
FAN17EO,13EF-17,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.15,NaN,NaN,18.239684,-6.8,NaN,NaN,pre-OHT
FAN17EO,13EF-20,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.13,NaN,NaN,19.57988,-6.3,NaN,NaN,pre-OHT
FAN17EO,13EF-22,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.11,NaN,NaN,19.57988,-6.5,NaN,NaN,pre-OHT
FAN17EO,13EF-28,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.06,NaN,NaN,19.786064,-6,NaN,NaN,pre-OHT
FAN17EO,13EF-9,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.22,NaN,NaN,19.06442,-6.6,NaN,NaN,pre-OHT
FAN17EO,14EF-03,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.95,NaN,NaN,18.9,-5.7,NaN,NaN,pre-OHT
FAN17EO,14EF-06,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.9,NaN,NaN,18.4,-7.3,NaN,NaN,pre-OHT
FAN17EO,14EF-08,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.87,NaN,NaN,18.5,-6.6,NaN,NaN,pre-OHT
FAN17EO,14EF-10,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.84,NaN,NaN,18.9,-6,NaN,NaN,pre-OHT
FAN17EO,14EF-12,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.81,NaN,NaN,19,-6.1,NaN,NaN,pre-OHT
FAN17EO,14EF-14,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.78,NaN,NaN,18.9,-6.3,NaN,NaN,pre-OHT
FAN17EO,14EF-16,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.74,NaN,NaN,19,-6.8,NaN,NaN,pre-OHT
FAN17EO,14EF-23,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.65,NaN,NaN,18.5,-6.3,NaN,NaN,pre-OHT
FAN17EO,15EF-04,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.63,NaN,NaN,18.7,-6.1,NaN,NaN,pre-OHT
FAN17EO,15EF-14.5,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.47,NaN,NaN,18.9,-6.4,NaN,NaN,pre-OHT
FAN17EO,15EF-20,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.38,NaN,NaN,18.6,-6.5,NaN,NaN,pre-OHT
FAN17EO,15EF-23,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.33,NaN,NaN,18.8,-5.8,NaN,NaN,pre-OHT
FAN17EO,15EF-30,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.22,NaN,NaN,18.6,-6.9,NaN,NaN,pre-OHT
FAN17EO,15EF-44,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33,NaN,NaN,18,-6.6,NaN,NaN,pre-OHT
FAN17EO,15EF-62,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,32.77,NaN,NaN,18.7,-6.4,NaN,NaN,pre-OHT
FAN17EO,15EF-7.5-1,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.57,NaN,NaN,18,-6.5,NaN,NaN,pre-OHT
FAN17EO,15EF-7.5-2,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.58,NaN,NaN,17.7,-6.6,NaN,NaN,pre-OHT
FAN17EO,15EF-7.5-3,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.59,NaN,NaN,16.1,-7.6,NaN,NaN,pre-OHT
FAN17EO,15EF-83,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,32.36,NaN,NaN,17.5,-6,NaN,NaN,pre-OHT
FAN17EO,2EF-02-1,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.13,NaN,NaN,18.858236,-5.5,NaN,NaN,pre-OHT
FAN17EO,2EF-02-3,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.13,NaN,NaN,17.930408,-6.6,NaN,NaN,pre-OHT
FAN17EO,2EF-04,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.12,NaN,NaN,18.0335,-7.1,NaN,NaN,pre-OHT
FAN17EO,2EF-05-2,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.11,NaN,NaN,18.961328,-5.7,NaN,NaN,pre-OHT
FAN17EO,2EF-16-2,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34.02,NaN,NaN,19.06442,-5.5,NaN,NaN,pre-OHT
FAN17EO,2EF-16.5,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,34,NaN,NaN,17,-5.9,NaN,NaN,pre-OHT
FAN17EO,2EF-17-2,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.83,NaN,NaN,18,-6.7,NaN,NaN,pre-OHT
FAN17EO,2EF-25,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.86,NaN,NaN,18.4,-5.4,NaN,NaN,pre-OHT
FAN17EO,2EF-28,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.81,NaN,NaN,17.7,-5.4,NaN,NaN,pre-OHT
FAN17EO,2EF-32,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.81,NaN,NaN,18.6,-5.3,NaN,NaN,pre-OHT
FAN17EO,2EF-39,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.7,NaN,NaN,18.4,-5.6,NaN,NaN,pre-OHT
FAN17EO,2EF-41,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.67,NaN,NaN,18.4,-5.6,NaN,NaN,pre-OHT
FAN17EO,2EF-47,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.57,NaN,NaN,18.3,-5.8,NaN,NaN,pre-OHT
FAN17EO,2EF-58,calcite,carbonate,Paleosol Carbonate,"Fan et al., 2018",NA,NA,East,42.64,-105.65,NaN,33.08,NaN,NaN,17.9,-5.9,NaN,NaN,pre-OHT
FK03.10,224,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,17,-7.1,NaN,NaN,post-OHT
FK03.10,225,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,19.6,-6,NaN,NaN,post-OHT
FK03.10,226,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,19.6,-5.9,NaN,NaN,post-OHT
FK03.10,227,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,19.5,-6.1,NaN,NaN,post-OHT
FK03.10,228,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,20,-7.2,NaN,NaN,post-OHT
FK03.10,229,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,21.4,-7.2,NaN,NaN,post-OHT
FK03.10,230,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,17.3,-7.3,NaN,NaN,post-OHT
FK03.10,231,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,17.5,-7.2,NaN,NaN,post-OHT
FK03.10,232,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18.2,-7.1,NaN,NaN,post-OHT
FK03.10,233,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18.2,-6.6,NaN,NaN,post-OHT
FK03.10,234,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,19,-6.3,NaN,NaN,post-OHT
FK03.10,235,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18,-7.1,NaN,NaN,post-OHT
FK03.10,236,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18.5,-6.4,NaN,NaN,post-OHT
FK03.10,237,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18,-7.2,NaN,NaN,post-OHT
FK03.10,238,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18.5,-7,NaN,NaN,post-OHT
FK03.10,239,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18.7,-6.9,NaN,NaN,post-OHT
FK03.10,240,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18.3,-7,NaN,NaN,post-OHT
FK03.10,241,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18,-6.6,NaN,NaN,post-OHT
FK03.10,242,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18.8,-6.9,NaN,NaN,post-OHT
FK03.10,243,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,13,NA,East,41.5,-103.1,NaN,9.1,NaN,NaN,18.6,-6.8,NaN,NaN,post-OHT
FK03.10,244,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.5,-103.1,NaN,7.25,NaN,NaN,20.7,-7.2,NaN,NaN,post-OHT
FK03.11,245,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,22.8,-7,NaN,NaN,NA
FK03.11,246,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,22.4,-7.5,NaN,NaN,NA
FK03.11,247,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,24,-7.3,NaN,NaN,NA
FK03.11,248,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,21.6,-7,NaN,NaN,NA
FK03.11,249,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,20.9,-8.3,NaN,NaN,NA
FK03.11,250,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,21.4,-7.1,NaN,NaN,NA
FK03.11,251,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,22.8,-7.2,NaN,NaN,NA
FK03.11,252,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,22.9,-7.2,NaN,NaN,NA
FK03.11,253,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Monroe Creek-Harrison,NA,East,41.6,-102.8,NaN,23,NaN,NaN,20.7,-6.2,NaN,NaN,NA
FK03.11,254,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,14,NA,East,41.6,-102.8,NaN,7.3,NaN,NaN,20.7,-7.2,NaN,NaN,post-OHT
FK03.11,255,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,14,NA,East,41.6,-102.8,NaN,23,NaN,NaN,22.2,-7.2,NaN,NaN,NA
FK03.12,256,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,21.3,-6.3,NaN,NaN,NA
FK03.12,257,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,22.4,-7.2,NaN,NaN,NA
FK03.12,258,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,21.6,-7,NaN,NaN,NA
FK03.12,259,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,22.9,-6.9,NaN,NaN,NA
FK03.12,260,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,23.6,-7.4,NaN,NaN,NA
FK03.12,261,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,23.4,-6.4,NaN,NaN,NA
FK03.12,262,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,23.4,-6.4,NaN,NaN,NA
FK03.12,263,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,22.4,-6.7,NaN,NaN,NA
FK03.12,264,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,22.8,-6.6,NaN,NaN,NA
FK03.12,265,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,20.8,-7.1,NaN,NaN,NA
FK03.12,266,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,20.7,-7.2,NaN,NaN,NA
FK03.12,267,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,21.8,-7.5,NaN,NaN,NA
FK03.12,268,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,21.6,-7.7,NaN,NaN,NA
FK03.12,269,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,15,NA,East,42.4,-103.3,NaN,17.5,NaN,NaN,22.2,-7,NaN,NaN,NA
FK03.12,270,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,23.4,-7.7,NaN,NaN,NA
FK03.12,271,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,23.1,-7.2,NaN,NaN,NA
FK03.12,272,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,23.6,-8.2,NaN,NaN,NA
FK03.12,273,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,23.6,-7.8,NaN,NaN,NA
FK03.12,274,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,23.1,-7.4,NaN,NaN,NA
FK03.12,275,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,22.6,-7.4,NaN,NaN,NA
FK03.12,276,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,22.8,-7.1,NaN,NaN,NA
FK03.12,277,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Dawes Clay Mbr. Box Butte Fm.,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,22.8,-7.5,NaN,NaN,NA
FK03.12,278,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,16,NA,East,42.4,-103.1,NaN,17.5,NaN,NaN,23.1,-7.5,NaN,NaN,NA
FK03.14,291,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,19.8,-7.2,NaN,NaN,post-OHT
FK03.14,292,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,23.3,-4,NaN,NaN,post-OHT
FK03.14,293,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,20.1,-7.1,NaN,NaN,post-OHT
FK03.14,294,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,20,-7.5,NaN,NaN,post-OHT
FK03.14,295,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,22.9,-5.3,NaN,NaN,post-OHT
FK03.14,296,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,20.9,-7.1,NaN,NaN,post-OHT
FK03.14,297,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,22.8,-6.8,NaN,NaN,post-OHT
FK03.14,298,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,20.1,-7.8,NaN,NaN,post-OHT
FK03.14,299,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,23.6,-6,NaN,NaN,post-OHT
FK03.14,300,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Cornell Dam Mbr. Vallentine Fm.,NA,East,42.8,-100,NaN,14.3,NaN,NaN,23.2,-6.1,NaN,NaN,post-OHT
FK03.14,301,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,18,NA,East,42.8,-100,NaN,14.3,NaN,NaN,21.2,-6.6,NaN,NaN,post-OHT
FK03.14,302,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,18,NA,East,42.8,-100,NaN,14.3,NaN,NaN,23.4,-6,NaN,NaN,post-OHT
FK03.8,176,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21,-5.2,NaN,NaN,post-OHT
FK03.8,177,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.9,-6.2,NaN,NaN,post-OHT
FK03.8,178,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.9,-5.1,NaN,NaN,post-OHT
FK03.8,179,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.4,-4.9,NaN,NaN,post-OHT
FK03.8,180,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.8,-4.4,NaN,NaN,post-OHT
FK03.8,181,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.6,-4.7,NaN,NaN,post-OHT
FK03.8,182,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.4,-5.1,NaN,NaN,post-OHT
FK03.8,183,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.4,-5.3,NaN,NaN,post-OHT
FK03.8,184,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.4,-5,NaN,NaN,post-OHT
FK03.8,185,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.4,-4.9,NaN,NaN,post-OHT
FK03.8,186,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21,-5.9,NaN,NaN,post-OHT
FK03.8,187,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.3,-6.2,NaN,NaN,post-OHT
FK03.8,188,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,20.4,-6.3,NaN,NaN,post-OHT
FK03.8,189,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,20.5,-6.4,NaN,NaN,post-OHT
FK03.8,190,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.2,-7,NaN,NaN,post-OHT
FK03.8,191,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-103.7,NaN,7.25,NaN,NaN,21.4,-6.5,NaN,NaN,post-OHT
FK03.8,192,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,10,NA,East,41.2,-103.6,NaN,7.3,NaN,NaN,21.3,-5.6,NaN,NaN,post-OHT
FK03.8,193,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,19.6,-6.7,NaN,NaN,post-OHT
FK03.8,194,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,19.2,-6.8,NaN,NaN,post-OHT
FK03.8,195,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,19.7,-7.1,NaN,NaN,post-OHT
FK03.8,196,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,19.7,-7,NaN,NaN,post-OHT
FK03.8,197,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,20.4,-7,NaN,NaN,post-OHT
FK03.8,198,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,19.6,-7.1,NaN,NaN,post-OHT
FK03.8,199,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,18.2,-7.5,NaN,NaN,post-OHT
FK03.8,200,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,17.9,-6.8,NaN,NaN,post-OHT
FK03.8,201,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2003,Ash Hollow,NA,East,41.2,-101.7,NaN,7.25,NaN,NaN,18.2,-7.2,NaN,NaN,post-OHT
FK03.8,202,calcite,carbonate,Paleosol Carbonate,Fox and Koch 2004,11,NA,East,41.2,-101.7,NaN,7.3,NaN,NaN,19.2,-7,NaN,NaN,post-OHT
